Nickname,Country,AS_Name,Version,OS,Consensus_Weight
Mahogany,NL,Pfcloud UG (haftungsbeschrankt),0.4.9.5,Linux,280000
0x90,DE,Hetzner Online GmbH,0.4.9.5,Linux,220000
emir,DE,dataforest GmbH,0.4.9.5,Linux,210000
freedomHostingByXOR,SC,"Datashield, Inc.",0.4.8.21,Linux,200000
th4r,DE,OVH SAS,0.4.8.16,Linux,190000
azadisrvs,DE,Hetzner Online GmbH,0.4.9.5,Linux,180000
Tor0x800,CZ,SH.cz s.r.o.,0.4.8.12,Linux,170000
ChocolateBit,CH,Init7 (Switzerland) Ltd.,0.4.9.5,Linux,170000
Exits4Privacy,NL,The Infrastructure Group B.V.,0.4.8.17,Linux,160000
Exits4Privacy,NL,The Infrastructure Group B.V.,0.4.8.17,Linux,160000
Augustiner1328,FI,Hetzner Online GmbH,0.4.9.5,Linux,160000
Exits4Privacy,NL,The Infrastructure Group B.V.,0.4.8.17,Linux,160000
greenlandstrong,DE,Leaseweb Deutschland GmbH,0.4.8.22,Linux,160000
alexf,DE,dataforest GmbH,0.4.9.5,Linux,160000
Exits4Privacy,NL,The Infrastructure Group B.V.,0.4.8.17,Linux,160000
blix,NL,WorldStream B.V.,0.4.8.12,Linux,160000
sutsuj,DE,Hetzner Online GmbH,0.4.8.21,FreeBSD,160000
Exits4Privacy,NL,The Infrastructure Group B.V.,0.4.8.17,Linux,160000
Exits4Privacy,NL,The Infrastructure Group B.V.,0.4.8.17,Linux,160000
trigun,NL,NForce Entertainment B.V.,0.4.9.5,Linux,160000
10dxx,NL,WorldStream B.V.,0.4.8.21,Linux,150000
Exits4Privacy,NL,The Infrastructure Group B.V.,0.4.8.17,Linux,150000
sabotage,NL,SABOTAGE LLC,0.4.8.21,Linux,150000
Smeerboel,NL,SURF B.V.,0.4.8.21,FreeBSD,150000
182f47bb12f9ad0a,NL,Macarne.com,0.4.8.21,Linux,150000
Thalcon,DE,OVH SAS,0.4.8.21,Linux,150000
torrelay583481,DE,Hetzner Online GmbH,0.4.8.21,Linux,150000
ken,NL,NForce Entertainment B.V.,0.4.8.22,Linux,150000
Exits4Privacy,NL,The Infrastructure Group B.V.,0.4.8.17,Linux,150000
yourfriendlyrelay,DE,Michael Sebastian Schinzel trading as IP-Projects GmbH & Co. KG,0.4.9.5,Linux,150000
Exits4Privacy,NL,The Infrastructure Group B.V.,0.4.8.17,Linux,150000
MyMiddleRelay,DE,Hetzner Online GmbH,0.4.8.16,Linux,150000
Exits4Privacy,NL,The Infrastructure Group B.V.,0.4.8.17,Linux,150000
Square,CA,B2 Net Solutions Inc.,0.4.9.5,Linux,150000
Exits4Privacy,NL,The Infrastructure Group B.V.,0.4.8.17,Linux,150000
Exits4Privacy,NL,The Infrastructure Group B.V.,0.4.8.17,Linux,150000
Exits4Privacy,NL,The Infrastructure Group B.V.,0.4.8.17,Linux,150000
Exits4Privacy,NL,The Infrastructure Group B.V.,0.4.8.17,Linux,150000
Aurorara,DE,OVH SAS,0.4.8.21,Linux,150000
Exits4Privacy,NL,The Infrastructure Group B.V.,0.4.8.17,Linux,150000
Exits4Privacy,NL,The Infrastructure Group B.V.,0.4.8.17,Linux,150000
Exits4Privacy,NL,The Infrastructure Group B.V.,0.4.8.17,Linux,150000
Averon,LT,OVH SAS,0.4.8.21,Linux,150000
F3Netze,DE,F3 Netze e.V.,0.4.9.5,Linux,150000
Exits4Privacy,NL,The Infrastructure Group B.V.,0.4.8.17,Linux,150000
Exits4Privacy,NL,The Infrastructure Group B.V.,0.4.8.17,Linux,150000
Exits4Privacy,NL,The Infrastructure Group B.V.,0.4.8.17,Linux,150000
BSDrelay09,LU,FranTech Solutions,0.4.9.5,FreeBSD,150000
Exits4Privacy,NL,The Infrastructure Group B.V.,0.4.8.17,Linux,150000
TheMadHackerNodeV4,DE,Hetzner Online GmbH,0.4.8.21,Linux,140000
Exits4Privacy,NL,The Infrastructure Group B.V.,0.4.8.17,Linux,140000
doraemon,NL,NForce Entertainment B.V.,0.4.9.5,Linux,140000
KoopaRelay,CH,Init7 (Switzerland) Ltd.,0.4.8.21,Linux,140000
torexitams02,NL,SABOTAGE LLC,0.4.8.21,Linux,140000
Exits4Privacy,NL,The Infrastructure Group B.V.,0.4.8.17,Linux,140000
Exits4Privacy,NL,The Infrastructure Group B.V.,0.4.8.17,Linux,140000
TORtelliniExit01,DE,Florian Kolb,0.4.9.5,Linux,140000
F3Netze,DE,F3 Netze e.V.,0.4.9.5,Linux,140000
myNiceRelay,DE,netcup GmbH,0.4.8.10,Linux,140000
TORtelliniExit02,DE,Florian Kolb,0.4.9.5,Linux,140000
F3Netze,DE,F3 Netze e.V.,0.4.9.5,Linux,140000
torexitams01,NL,SABOTAGE LLC,0.4.8.21,Linux,130000
torexitams00,NL,SABOTAGE LLC,0.4.8.21,Linux,130000
atomcats1,GB,OVH SAS,0.4.9.5,Linux,130000
F3Netze,DE,F3 Netze e.V.,0.4.9.5,Linux,130000
TorRelayHetzFree,DE,Hetzner Online GmbH,0.4.8.22,Linux,130000
F3Netze,DE,F3 Netze e.V.,0.4.9.5,Linux,130000
magic848relay,DE,Hetzner Online GmbH,0.4.8.22,Linux,130000
Exits4Privacy,NL,The Infrastructure Group B.V.,0.4.8.17,Linux,130000
F3Netze,DE,F3 Netze e.V.,0.4.9.5,Linux,130000
Cornball,GB,OVH SAS,0.4.8.12,Linux,130000
F3Netze,DE,F3 Netze e.V.,0.4.9.5,Linux,130000
dead,LU,FranTech Solutions,0.4.8.21,Linux,130000
TORtelliniExit03,DE,Florian Kolb,0.4.9.5,Linux,130000
chooThaineha,DE,Hetzner Online GmbH,0.4.9.5,Linux,130000
F3Netze,DE,F3 Netze e.V.,0.4.9.5,Linux,130000
4c4f56loss,DE,dataforest GmbH,0.4.9.5,Linux,130000
DakotaEdge2,BE,OVH SAS,0.4.8.16,Linux,130000
molnar,AT,Foundation for Applied Privacy,0.4.9.5,Linux,130000
DakotaEdge,BE,OVH SAS,0.4.8.16,Linux,120000
setsun,DE,Hetzner Online GmbH,0.4.9.5,Linux,120000
lamarr,AT,Foundation for Applied Privacy,0.4.9.5,Linux,120000
Strelnikov,SE,Bahnhof AB,0.4.9.5,Linux,120000
Determination,CZ,Coolhousing s.r.o.,0.4.9.5,Linux,120000
lunar15,FR,MOJI SAS,0.4.9.5,Linux,120000
Logforme3,SE,Telia Company AB,0.4.9.5,Linux,120000
Chenjesu,FR,OVH SAS,0.4.8.17,Linux,120000
clarke,AT,Foundation for Applied Privacy,0.4.9.5,Linux,120000
jones,AT,Foundation for Applied Privacy,0.4.9.5,Linux,120000
Najdorf,DE,Hetzner Online GmbH,0.5.0.0-alpha-dev,Linux,120000
Chenjesu2,FR,OVH SAS,0.4.8.17,Linux,120000
onionjam,DE,Hetzner Online GmbH,0.4.9.5,Linux,120000
torlan,DE,OVH SAS,0.4.9.5,Linux,110000
bute,AT,Foundation for Applied Privacy,0.4.9.5,Linux,110000
Allator,DE,Hetzner Online GmbH,0.4.8.21,Linux,110000
F3Netze,DE,F3 Netze e.V.,0.4.9.5,Linux,110000
easybird,FR,Free SAS,0.4.8.21,Linux,110000
SeraphimFields,DE,Hetzner Online GmbH,0.4.8.21,Linux,110000
psYchotic,DE,Hetzner Online GmbH,0.4.9.5,Linux,110000
rainbowland,NL,Greenhost BV,0.4.8.16,Linux,110000
Unnamed,PT,OVH SAS,0.4.8.21,Linux,110000
racisz,PL,OVH SAS,0.4.9.5,Linux,110000
allen,AT,Foundation for Applied Privacy,0.4.9.5,Linux,110000
torexitams14,NL,SABOTAGE LLC,0.4.9.5,Linux,110000
Ukko,FI,Hetzner Online GmbH,0.4.9.5,Linux,110000
tanja,NL,Hollander & Jacobsen UG (haftungsbeschraenkt),0.4.9.5,Linux,110000
evers,DE,OVH SAS,0.4.8.17,Linux,110000
booth,AT,Foundation for Applied Privacy,0.4.9.5,Linux,110000
F3Netze,DE,F3 Netze e.V.,0.4.9.5,Linux,110000
Elektra,DE,Hetzner Online GmbH,0.4.8.21,Linux,110000
torexitams06,NL,SABOTAGE LLC,0.4.9.5,Linux,110000
confidential,NL,RoyaleHosting BV,0.4.8.21,Linux,110000
nash,AT,Foundation for Applied Privacy,0.4.9.5,Linux,110000
frozone,DE,Hetzner Online GmbH,0.4.8.21,Linux,110000
jackson,AT,Foundation for Applied Privacy,0.4.9.5,Linux,110000
MyMiddleRelay3,GB,OVH SAS,0.4.8.18,Linux,110000
Durst,LT,OVH SAS,0.4.8.21,Linux,110000
summalummadooma,DE,Hetzner Online GmbH,0.4.8.12,Linux,110000
NTH56R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,110000
Unnamed,PT,OVH SAS,0.4.8.21,Linux,100000
NTH101R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,100000
hertlein,AT,Foundation for Applied Privacy,0.4.9.5,Linux,100000
g0000p,CZ,OVH SAS,0.4.8.21,Linux,100000
Mariposa,DE,Hetzner Online GmbH,0.4.8.21,Linux,100000
janiTORX5,DE,Hetzner Online GmbH,0.4.8.21,Linux,100000
4mnesia,DE,Hetzner Online GmbH,0.4.8.21,Linux,100000
chaosDelroth,DE,Hetzner Online GmbH,0.4.8.21,Linux,100000
SEC6xFreeBSD64,NL,SURF B.V.,0.4.8.21,FreeBSD,100000
torexitams12,NL,SABOTAGE LLC,0.4.9.5,Linux,100000
Vigilance,CZ,Coolhousing s.r.o.,0.4.9.5,Linux,100000
Perseverance,CZ,Coolhousing s.r.o.,0.4.9.5,Linux,100000
Mlrage,DE,Hetzner Online GmbH,0.4.8.21,Linux,100000
hopper,AT,Foundation for Applied Privacy,0.4.9.5,Linux,100000
fastforward,CH,FSIT AG,0.4.9.2-alpha-dev,Linux,100000
NTH59R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,100000
Bogdan,DE,Florian Kolb,0.4.8.21,Linux,100000
Novastation,DE,Hetzner Online GmbH,0.4.8.21,Linux,100000
Intrepid,CZ,Coolhousing s.r.o.,0.4.9.5,Linux,100000
tp2,DE,LUMASERV GmbH,0.4.9.5,Linux,100000
F3Netze,DE,F3 Netze e.V.,0.4.9.5,Linux,100000
Vigilance,CZ,Coolhousing s.r.o.,0.4.9.5,Linux,99000
PouletNew,FR,IONOS SE,0.4.9.5,Linux,99000
htx02,FR,OVH SAS,0.4.9.5,Linux,99000
m4rs,DE,Hetzner Online GmbH,0.4.8.21,Linux,99000
Intrepid,CZ,Coolhousing s.r.o.,0.4.9.5,Linux,99000
RelayImmerscharf3,FR,IONOS SE,0.4.8.22,Linux,99000
somethingYouLike,NL,KPN B.V.,0.4.9.5,Linux,99000
DunblaneScotland,CH,Julian Achter,0.4.8.16,Linux,99000
relayoneltab,DE,F3 Netze e.V.,0.4.9.5,Linux,98000
cartwright,AT,Foundation for Applied Privacy,0.4.9.5,Linux,98000
Lemminkainen,FI,OVH SAS,0.4.8.16,Linux,98000
torexitams13,NL,SABOTAGE LLC,0.4.9.5,Linux,98000
ChumBucket,DE,Hetzner Online GmbH,0.4.8.21,Linux,98000
QbiXDE2,DE,EVANZO e-commerce GmbH,0.4.9.5,Linux,98000
WorldofMatthew,LU,FranTech Solutions,0.4.8.22,Linux,98000
relayonbephomet,DE,F3 Netze e.V.,0.4.9.5,Linux,98000
0xdeadbeef,FR,OVH SAS,0.4.9.5,Linux,98000
zgato,PL,Korbank S. A.,0.4.9.5,Linux,98000
Perseverance,CZ,Coolhousing s.r.o.,0.4.9.5,Linux,97000
torexitams08,NL,SABOTAGE LLC,0.4.9.5,Linux,97000
Beanbag,DE,Hetzner Online GmbH,0.4.8.21,Linux,97000
F3Netze,DE,F3 Netze e.V.,0.4.9.5,Linux,97000
F3Netze,DE,F3 Netze e.V.,0.4.9.5,Linux,97000
softmouse,DE,Leaseweb Deutschland GmbH,0.4.8.13,Linux,97000
D9agonfly,DE,Hetzner Online GmbH,0.4.8.21,Linux,96000
Indigold,DE,Hetzner Online GmbH,0.4.8.21,Linux,96000
freeforall,GB,Hyperoptic Ltd,0.4.9.5,FreeBSD,96000
duncan,AT,Foundation for Applied Privacy,0.4.9.5,Linux,96000
Unnamed,FR,OVH SAS,0.4.8.16,Linux,96000
relayonbeshaba,DE,F3 Netze e.V.,0.4.9.5,Linux,95000
piesch,AT,Foundation for Applied Privacy,0.4.9.5,Linux,95000
BehemothLTDUK1,GB,OVH SAS,0.4.9.5,Linux,95000
LostSahara,DE,Hetzner Online GmbH,0.4.8.21,Linux,95000
voronoy,GB,OVH SAS,0.4.8.16,Linux,95000
friedman,AT,Foundation for Applied Privacy,0.4.9.5,Linux,95000
relayondiinkarazan,DE,F3 Netze e.V.,0.4.9.5,Linux,95000
relayondagon,DE,F3 Netze e.V.,0.4.9.5,Linux,95000
GigaTorOfHell2,FR,Free SAS,0.4.8.21,Linux,94000
vivaukraine,DE,Hetzner Online GmbH,0.4.8.21,Linux,94000
asins,AT,Foundation for Applied Privacy,0.4.9.5,Linux,94000
bender,AT,Foundation for Applied Privacy,0.4.9.5,Linux,94000
yourPrivacyMatter,BE,Proximus NV,0.4.9.5,Linux,94000
sn0rlax,DE,Hetzner Online GmbH,0.4.8.21,Linux,93000
D4rkKn1gh7,DE,Hetzner Online GmbH,0.4.8.21,Linux,93000
rhodes,AT,Foundation for Applied Privacy,0.4.9.5,Linux,93000
BLAZIKEN,FR,OVH SAS,0.4.9.5,Linux,93000
frisbeereborn,DE,Hetzner Online GmbH,0.4.8.16,Linux,93000
NgePTimE,LU,FranTech Solutions,0.4.9.5,Linux,93000
DemonsysEU,DE,OVH SAS,0.4.8.21,Linux,93000
pablito,DE,Hetzner Online GmbH,0.4.8.21,Linux,92000
torexitams09,NL,SABOTAGE LLC,0.4.9.5,Linux,92000
churrodawg,DE,Hetzner Online GmbH,0.4.8.21,Linux,92000
NTH117R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,92000
prsv,DE,OVH SAS,0.4.9.5,Linux,92000
speakFreely,HU,ATW Internet Kft.,0.4.9.5,FreeBSD,92000
F3Netze,DE,F3 Netze e.V.,0.4.9.5,Linux,92000
fuckfbi,DE,Hetzner Online GmbH,0.4.8.21,Linux,92000
scheridan,AT,Foundation for Applied Privacy,0.4.9.5,Linux,91000
RelayToTheOpenWeb,DE,Florian Kolb,0.4.9.5,Linux,91000
F3Netze,DE,F3 Netze e.V.,0.4.9.5,Linux,91000
relayongorellik,DE,F3 Netze e.V.,0.4.9.5,Linux,91000
privator,DE,IONOS SE,0.4.8.10,Linux,91000
Aleff,DE,IONOS SE,0.4.9.5,Linux,91000
portugesecartel,DE,Hetzner Online GmbH,0.4.8.21,Linux,91000
Trismegistus,IE,OVH SAS,0.4.8.13,Linux,91000
Tajjina,DE,Hetzner Online GmbH,0.4.8.21,Linux,91000
gaara,DE,Hetzner Online GmbH,0.4.8.21,Linux,90000
Svaneke,DK,BornFiber Service Provider ApS,0.4.9.5,Linux,90000
kramse03,DK,Zencurity ApS,0.4.9.5,Linux,90000
Liberation,CZ,Coolhousing s.r.o.,0.4.9.5,Linux,90000
Unnamed,LT,OVH SAS,0.4.8.17,Linux,90000
zarathustra,DE,Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.,0.4.9.5,Linux,90000
relayondemogorgon,DE,F3 Netze e.V.,0.4.9.5,Linux,89000
Unnamed,ES,OVH SAS,0.4.8.17,Linux,89000
IBDUUIBAD,DE,IONOS SE,0.4.9.5,Linux,89000
MaverickPass,DE,Hetzner Online GmbH,0.4.8.21,Linux,89000
1Grelay,AT,Wien Energie GmbH,0.4.8.21,Linux,89000
Atl4s,DE,Hetzner Online GmbH,0.4.8.21,Linux,89000
0x12345,DE,Hetzner Online GmbH,0.4.8.21,Linux,89000
Sorjonen,FR,SCALEWAY S.A.S.,0.4.8.21,Linux,88000
ChuckyHorror,DE,Hetzner Online GmbH,0.4.8.21,Linux,88000
666Sirocco,DE,Hetzner Online GmbH,0.4.8.21,Linux,88000
Bluejaybrd,DE,Hetzner Online GmbH,0.4.8.21,Linux,88000
chp175,LU,FranTech Solutions,0.4.8.21,Linux,88000
F3Netze,DE,F3 Netze e.V.,0.4.9.5,Linux,88000
torexitams11,NL,SABOTAGE LLC,0.4.9.5,Linux,88000
TORtuga,DE,Hetzner Online GmbH,0.4.8.21,Linux,88000
Nightingali,DE,Hetzner Online GmbH,0.4.8.21,Linux,88000
OceanGhost,NL,WorldStream B.V.,0.4.9.5,Linux,88000
rexOVH,FR,OVH SAS,0.4.9.5,Linux,88000
relayonfrazUrbluu,DE,F3 Netze e.V.,0.4.9.5,Linux,87000
punkpop,DE,Hetzner Online GmbH,0.4.8.21,Linux,87000
feinler,AT,Foundation for Applied Privacy,0.4.9.5,Linux,87000
TORfuExit02,DE,Florian Kolb,0.4.9.5,Linux,87000
NTH128R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,87000
NTH60R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,87000
kramse02,DK,Zencurity ApS,0.4.9.5,Linux,87000
Liberation,CZ,Coolhousing s.r.o.,0.4.9.5,Linux,87000
dotsrcExit8,DK,Forening for DotSrc,0.4.9.5,Linux,86000
NTH76R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,86000
NTH124R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,86000
Turik,DE,Hetzner Online GmbH,0.4.8.21,Linux,86000
masterchief,DE,Hetzner Online GmbH,0.4.8.21,Linux,86000
torfinity,DE,OVH SAS,0.4.9.5,Linux,85000
percy,IT,OVH SAS,0.4.8.16,Linux,85000
Joul,NL,OVH SAS,0.4.8.17,Linux,85000
Calypsos,DE,Hetzner Online GmbH,0.4.8.21,Linux,85000
spicyavocado,DE,Hetzner Online GmbH,0.4.8.21,Linux,85000
mickymouse,DE,Hetzner Online GmbH,0.4.8.21,Linux,85000
ReacTOR,DE,OVH SAS,0.4.8.16,Linux,85000
2bel,IT,OVH SAS,0.4.8.16,Linux,85000
StuRav,DE,Hetzner Online GmbH,0.4.8.21,Linux,85000
puff3rf1sh,DE,Hetzner Online GmbH,0.4.8.21,Linux,85000
prsv,DE,OVH SAS,0.4.9.5,Linux,85000
NTH78R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,84000
defcon777,DE,Hetzner Online GmbH,0.4.8.21,Linux,84000
merc,DE,Hetzner Online GmbH,0.4.8.21,Linux,84000
relay1,NL,NovoServe B.V.,0.4.8.12,Linux,84000
formaldehyde,NL,OVH SAS,0.4.8.17,Linux,84000
Bananenbakker,NL,SURF B.V.,0.4.8.13,Linux,84000
theprivacyhaven,FR,Ikoula Net SAS,0.4.9.5,Linux,84000
freeiranandtheworld,DE,IONOS SE,0.4.8.13,Linux,84000
dotsrcRelay2,DK,Forskningsnettet - Danish network for Research and Education,0.4.9.5,Linux,84000
titamon4,IT,Lowhosting services of Davide Gennari,0.4.9.5,Linux,84000
ElectricThing,NL,Macarne.com,0.4.9.5,Linux,84000
kuro,DE,Hetzner Online GmbH,0.4.8.21,Linux,84000
ElonTusk,DE,Hetzner Online GmbH,0.4.8.21,Linux,84000
Nymeria,NL,OVH SAS,0.4.8.17,Linux,84000
dragonfireApex,NL,"DigitalOcean, LLC",0.4.9.5,Linux,83000
redvader,DE,Hetzner Online GmbH,0.4.8.21,Linux,83000
potential,FR,OVH SAS,0.4.8.16,Linux,83000
Bluejaybrd,DE,Hetzner Online GmbH,0.4.8.21,Linux,83000
espeonsRelay,FR,OVH SAS,0.4.8.10,Linux,83000
lovelace,AT,Foundation for Applied Privacy,0.4.9.5,Linux,83000
freddiegibbs,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,83000
Orrion,DE,Hetzner Online GmbH,0.4.8.21,Linux,83000
tr18,DE,LUMASERV GmbH,0.4.9.5,Linux,83000
TORfuExit03,DE,Florian Kolb,0.4.9.5,Linux,83000
bavariaboys,DE,Hetzner Online GmbH,0.4.8.21,Linux,83000
Peabody,DE,Hetzner Online GmbH,0.4.8.21,Linux,82000
torexitams07,NL,SABOTAGE LLC,0.4.9.5,Linux,82000
MichaelAngelo,DE,Hetzner Online GmbH,0.4.8.21,Linux,82000
CSGuardTorRelayTwo,FI,Hetzner Online GmbH,0.4.8.21,FreeBSD,82000
Citadel5,DE,Hetzner Online GmbH,0.4.8.21,Linux,82000
1Grelay2,AT,Wien Energie GmbH,0.4.8.21,Linux,82000
CSGuardTorRelayOne,FI,Hetzner Online GmbH,0.4.8.21,FreeBSD,82000
FreedomFries2,DE,Hetzner Online GmbH,0.4.9.5,Linux,82000
delay,NL,1337 Services GmbH,0.4.9.5,Linux,81000
blackfox,DE,Hetzner Online GmbH,0.4.8.21,Linux,81000
Sakurack,DE,Hetzner Online GmbH,0.4.8.21,Linux,81000
NTH97R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,81000
prsv,DE,OVH SAS,0.4.9.5,Linux,81000
whatconfig,DE,ESEVEN DevOps GmbH,0.4.9.5,Linux,81000
djmustard,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,81000
kramse01,DK,Zencurity ApS,0.4.9.5,Linux,81000
onionsoup,DE,Hetzner Online GmbH,0.4.8.21,Linux,81000
slotor02,DE,OVH SAS,0.4.8.12,Linux,81000
prsv,DE,OVH SAS,0.4.9.5,Linux,81000
Vanbo,DE,Hetzner Online GmbH,0.4.8.21,Linux,81000
torcatgirlcloud,DE,Hetzner Online GmbH,0.4.8.22,Linux,81000
prsv,DE,OVH SAS,0.4.9.5,Linux,81000
fuego,DE,Hetzner Online GmbH,0.4.8.21,Linux,81000
Silicon,DE,OVH SAS,0.4.8.16,Linux,80000
bernd,NL,Hollander & Jacobsen UG (haftungsbeschraenkt),0.4.9.5,Linux,80000
NTH65R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,80000
Goliath,NL,NForce Entertainment B.V.,0.4.8.10,Linux,80000
BehemothLTDDE1,DE,OVH SAS,0.4.9.5,Linux,80000
Unnamed,CZ,OVH SAS,0.4.8.16,Linux,80000
GhostBros,DE,Hetzner Online GmbH,0.4.8.21,Linux,80000
TORfuExit04,DE,Florian Kolb,0.4.9.5,Linux,80000
RelayToTheWorld,DE,Florian Kolb,0.4.9.5,Linux,80000
GreenOnion,PL,OVH SAS,0.4.9.5,Linux,80000
LupusreginaBeta,SE,Telenor Sverige AB,0.4.9.5,Linux,79000
mcchris,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,79000
torionic,DE,OVH SAS,0.4.9.5,Linux,79000
nuker,DE,Hetzner Online GmbH,0.4.8.21,Linux,79000
NTH84R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,79000
mentoreth6,NL,The Infrastructure Group B.V.,0.4.8.21,Linux,79000
Citrinio,DE,Hetzner Online GmbH,0.4.8.21,Linux,79000
TORlabproject,FR,OVH SAS,0.4.9.5,Linux,79000
TORnadoExit03,DE,Florian Kolb,0.4.9.5,Linux,79000
ReloskyDE,DE,IONOS SE,0.4.9.5,Linux,79000
torexitams05,NL,SABOTAGE LLC,0.4.9.5,Linux,79000
cb1820,DE,Hetzner Online GmbH,0.4.8.21,Linux,79000
torexitams03,NL,SABOTAGE LLC,0.4.9.5,Linux,79000
prsv,DE,OVH SAS,0.4.9.5,Linux,79000
NTH54R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,79000
justinjoker,DE,Hetzner Online GmbH,0.4.8.21,Linux,78000
NTH102R6,NL,Church of Cyberology,0.4.9.5,FreeBSD,78000
tetraegis,PL,OVH SAS,0.4.8.16,Linux,78000
YesBaby,FR,Orange S.A.,0.4.8.21,Linux,78000
prsv,FR,OVH SAS,0.4.9.5,Linux,78000
NTH96R7,NL,Church of Cyberology,0.4.9.5,FreeBSD,78000
Unnamed,ES,OVH SAS,0.4.8.17,Linux,78000
Salami,DE,Hetzner Online GmbH,0.4.8.22,Linux,78000
NTH85R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,78000
TORstenExit02,DE,Florian Kolb,0.4.8.21,Linux,78000
RiggsOceanlock,FR,velia.net Internetdienste GmbH,0.4.8.21,Linux,78000
Runaz,FI,Hetzner Online GmbH,0.4.9.5,Linux,78000
queerfeminism,DE,netcup GmbH,0.4.9.5,Linux,78000
water,IT,OVH SAS,0.4.8.16,Linux,78000
infernoCatalyst,NL,"DigitalOcean, LLC",0.4.9.5,Linux,78000
TORstenExit03,DE,Florian Kolb,0.4.8.21,Linux,77000
Lotus123,DE,Hetzner Online GmbH,0.4.8.21,Linux,77000
CSanders,DE,Hetzner Online GmbH,0.4.8.21,Linux,77000
BehemothLTDNL2,NL,The Infrastructure Group B.V.,0.4.9.5,Linux,77000
lunar14,FR,MOJI SAS,0.4.9.5,Linux,77000
uneasyspeak,NL,SpectraIP B.V.,0.4.9.5,Linux,77000
UNamurCS01,BE,BELNET,0.4.9.5,Linux,77000
bl4ckrid3r,DE,Universitaet Stuttgart,0.4.9.5,Linux,77000
NTH102R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,77000
TORnadoExit02,DE,Florian Kolb,0.4.9.5,Linux,77000
mixminion,DE,Hetzner Online GmbH,0.4.8.21,Linux,77000
Zephyrdead,DE,Hetzner Online GmbH,0.4.8.21,Linux,77000
XtorX,DE,OVH SAS,0.4.9.5,Linux,77000
woof,NL,Serverius Holding B.V.,0.4.9.5,Linux,77000
BEEzar,DE,Hetzner Online GmbH,0.4.8.21,Linux,77000
slushfund,NL,OVH SAS,0.4.8.16,Linux,77000
PoochySloochy,FR,SCALEWAY S.A.S.,0.4.8.10,Linux,77000
kerpatenko,NL,FlokiNET ehf,0.4.8.12,Linux,77000
NTH47R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,77000
BlackoutOyster,FR,OVH SAS,0.4.9.5,Linux,77000
lunar2,FR,MOJI SAS,0.4.9.5,Linux,76000
TORKeFFORG38,SE,KeFF Networks Ltd,0.4.8.17,Linux,76000
op2,NL,KPN B.V.,0.4.8.22,FreeBSD,76000
TORnadoExit01,DE,Florian Kolb,0.4.9.5,Linux,76000
BronkHungaryHR1,HU,ATW Internet Kft.,0.4.9.5,Linux,76000
Relay01,DE,Greenfiber Internet & Dienste GmbH,0.4.9.5,Linux,76000
camille,FR,OVH SAS,0.4.9.5,Linux,76000
GrmmlDag,DE,Hetzner Online GmbH,0.4.9.5,Linux,76000
killerclown,NL,Freedom Internet BV,0.4.9.5,Linux,76000
Unnamed,GB,OVH SAS,0.4.8.16,Linux,76000
BSDrelay08,DE,IONOS SE,0.4.9.5,FreeBSD,75000
FTPhalifaxRWTH,DE,RWTH Aachen University,0.4.9.5,Linux,75000
lw,NL,KPN B.V.,0.4.9.5,Linux,75000
NTH92R7,NL,Church of Cyberology,0.4.9.5,FreeBSD,75000
alxu3,LU,FranTech Solutions,0.5.0.0-alpha-dev,FreeBSD,75000
TORfuExit01,DE,Florian Kolb,0.4.9.5,Linux,75000
hammer,AT,Foundation for Applied Privacy,0.4.9.5,Linux,75000
famousoceans,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,75000
PeterI,FR,PETROSKY CLOUD LLC,0.4.8.21,Linux,75000
PirkkaOPNsense,FI,Pirkan Opiskelija-asunnot Oy,0.4.8.22,FreeBSD,75000
lunar8,FR,MOJI SAS,0.4.9.5,Linux,75000
NTH70R1,NL,Church of Cyberology,0.4.9.5,FreeBSD,75000
kidcudi,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,75000
prsv,FR,OVH SAS,0.4.9.5,Linux,74000
dotsrcRelay1,DK,Forskningsnettet - Danish network for Research and Education,0.4.9.5,Linux,74000
chase,AT,Foundation for Applied Privacy,0.4.9.5,Linux,74000
FightAntisemitism,FR,IONOS SE,0.4.9.5,Linux,74000
JohandExit,NO,Gigahost AS,0.4.9.5,Linux,74000
