Nickname,Country,AS_Name,Version,OS,Consensus_Weight
Arctic69,IL,O.M.C. COMPUTERS & COMMUNICATIONS LTD,0.4.8.22,Linux,2200
ugh,US,"The Constant Company, LLC",0.4.8.21,Linux,2200
ChocolateBit,RU,Baykov Ilya Sergeevich,0.4.8.21,Linux,2200
Ambrosia,HU,Naracom Kft.,0.4.8.21,Linux,2200
Quetzalcoatl,SG,Contabo Asia Private Limited,0.4.9.5,Linux,2200
rinzler1,US,"Akamai Technologies, Inc.",0.4.9.5,Linux,2100
jugendhackerassange,DE,netcup GmbH,0.4.9.5,Linux,2100
annatesla,NL,The Infrastructure Group B.V.,0.4.8.11,Linux,2100
slarty2,NL,"DigitalOcean, LLC",0.4.8.20,Linux,2100
MoriartyGhost,DE,WIIT AG,0.4.9.5,Linux,2100
Quetzalcoatl,DE,Contabo GmbH,0.4.9.5,Linux,2100
Unnamed,DE,"Akamai Technologies, Inc.",0.4.9.5,Linux,2100
gigatux,GB,UK Dedicated Servers Limited,0.4.8.16,Linux,2100
cheesehead,US,"Comcast Cable Communications, LLC",0.4.8.22,Linux,2100
pellirin,CH,Private Layer INC,0.4.9.5,Linux,2100
stellaranomaly,US,"Comcast Cable Communications, LLC",0.4.8.21,Linux,2100
rendezvousobserver,UA,South Park Networks LLC,0.4.8.10,Linux,2100
Camaro,HR,MAXKO d.o.o.,0.4.9.5,Linux,2100
alchemist,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,2100
tspx1,US,HostPapa,0.4.9.5,Linux,2100
iDidReadDaConfig,DE,"Akamai Technologies, Inc.",0.4.9.5,Linux,2100
huckleberie,NL,The Infrastructure Group B.V.,0.4.8.18,Linux,2100
buggsie,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,2100
taine,CZ,"Webglobe, s.r.o.",0.4.9.5,Linux,2100
knottedhair,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,2100
bluecrab,US,VPS House Technology Group LLC,0.4.8.18,Linux,2100
tactback1545,US,Verizon Business,0.4.9.5,Linux,2100
dairy,DE,Contabo GmbH,0.4.8.22,Linux,2100
bellyof666thebeast,IS,1984 ehf,0.4.9.5,Linux,2100
dani,ZA,Host Africa (Pty) Ltd,0.4.9.5,Linux,2100
CipherTrail,US,Verizon Business,0.4.9.5,Linux,2100
torNodeTango,DE,IONOS SE,0.4.8.21,Linux,2100
FlashStag,GR,GREEN FLOID LLC,0.4.9.5,Linux,2100
Monday,US,HostPapa,0.4.8.10,Linux,2100
TheMind,CR,Unknown,0.4.9.5,Linux,2100
gmeboyz,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,2000
TAZOhRelay,US,"Surf Air Wireless, LLC",0.4.9.5,Linux,2000
SecureXmrMoney,MD,ALEXHOST SRL,0.4.8.21,Linux,2000
FEVI09,US,Cloudie Networks LLC,0.4.9.5,Linux,2000
deante,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,2000
mex3800,RO,FlokiNET ehf,0.4.8.12,Linux,2000
FlashCrow,GB,MASSIVEGRID LTD,0.4.9.5,Linux,2000
MiddleRelay02Tim,US,HostPapa,0.4.9.5,Linux,2000
forest03,ZA,Maxko for Gaming Development,0.4.9.5,Linux,2000
bigmeowrelay,US,"CenturyLink Communications, LLC",0.4.9.5,Linux,2000
letsdoitUS,US,IONOS SE,0.4.9.5,Linux,2000
breaker39,US,HostPapa,0.4.8.14,Linux,2000
zgato,US,"FiberState, LLC",0.4.9.5,Linux,2000
Zeilentrafo,DE,Michael Sebastian Schinzel trading as IP-Projects GmbH & Co. KG,0.4.9.5,Linux,2000
brutus,US,"Akamai Technologies, Inc.",0.5.0.0-alpha-dev,Linux,2000
Unnamed,ZA,Internet Magnate (Pty) Ltd,0.4.9.5,Linux,2000
swizzbeatz,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,2000
jusscoogs,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,2000
Cicada,NL,Vodafone Libertel B.V.,0.4.9.5,Linux,2000
YoungSister,US,HostPapa,0.4.9.5,Linux,2000
Onioink,US,Brightspeed,0.4.9.5,Linux,2000
Albis,CR,Unknown,0.4.9.5,Linux,2000
Santos68,DE,Hetzner Online GmbH,0.4.9.5,Linux,2000
robertredford,DE,"Akamai Technologies, Inc.",0.4.8.21,Linux,2000
asgard,NL,DELTA Fiber Nederland B.V.,0.4.8.19,Linux,2000
Unnamed,CH,Sunrise GmbH,0.4.9.5,Linux,2000
kilroywashere,NL,The Infrastructure Group B.V.,0.4.8.18,Linux,2000
anus11,PL,Telekomunikacja Podlasie Sp. z o.o.,0.4.8.21,Linux,2000
opencommunity,US,HostPapa,0.4.8.21,Linux,2000
Sentinel9325,US,"Akamai Technologies, Inc.",0.4.8.22,Linux,2000
dreamwriter,DE,Hetzner Online GmbH,0.4.8.18,Linux,2000
tspx0,US,HostPapa,0.4.9.5,Linux,2000
MarieMichel,SG,Contabo Asia Private Limited,0.4.9.5,Linux,2000
Quetzalcoatl,SG,Contabo Asia Private Limited,0.4.9.5,Linux,2000
a1347,US,"Comcast Cable Communications, LLC",0.4.9.5,Linux,2000
montserrat,DE,Universitaet Stuttgart,0.4.9.5,Linux,2000
RackTor,US,HostPapa,0.4.9.5,Linux,2000
Peacemaker,NL,Freedom Internet BV,0.4.9.5,Linux,2000
OnoinOnME,US,Arvig Enterprises Inc.,0.4.9.5,Linux,1900
ohnobeat,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1900
mangtor,US,Unknown,0.4.9.5,Linux,1900
NoSafety,US,HostPapa,0.4.9.5,Linux,1900
pv3middle2,US,WideOpenWest Finance LLC,0.4.9.5,Linux,1900
RunningOnFumes4,BG,GREEN FLOID LLC,0.4.8.18,Linux,1900
slarty1,NL,"DigitalOcean, LLC",0.4.8.20,Linux,1900
bellyof666thebeast,IS,1984 ehf,0.4.9.5,Linux,1900
t7978,CA,OVH SAS,0.4.8.22,Linux,1900
Shadow,DE,Telefonica Germany GmbH & Co.OHG,0.4.8.21,FreeBSD,1900
opencommunity,US,HostPapa,0.4.8.21,Linux,1900
myrelayQe5mbAo,US,Snaju Development,0.4.9.5,Linux,1900
toky0,MA,CNRST (Centre National pour la Recherche Scientifique et Technique),0.4.9.5,Linux,1900
HellGuard,DE,1&1 Versatel GmbH,0.4.9.5,Linux,1900
scorchedweb,US,Verizon Business,0.4.8.21,Linux,1900
seeidideditit,FR,Free SAS,0.4.8.12,Linux,1900
JohnFilch123,FR,OVH SAS,0.4.9.5,Linux,1900
SSDNodesNYC,US,"HIVELOCITY, Inc.",0.4.9.5,Linux,1900
pv3middle1,US,WideOpenWest Finance LLC,0.4.9.5,Linux,1900
daringer,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1900
BlackSandSwampTours,US,MASSIVEGRID LTD,0.4.9.5,Linux,1900
torNodeDelta,DE,IONOS SE,0.4.8.21,Linux,1900
kidink,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1900
WurstRelay,DE,netcup GmbH,0.4.8.21,FreeBSD,1900
chuuwee,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1900
asapferg,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1900
fourwinds02,NL,The Infrastructure Group B.V.,0.4.8.18,Linux,1900
NoOnionUS01,US,G-Core Labs S.A.,0.4.9.5,Linux,1900
vici,US,C Spire Fiber,0.4.9.5,Linux,1900
ustinov01,US,Snaju Development,0.4.9.5,Linux,1900
Joda,US,"DigitalOcean, LLC",0.4.8.10,Linux,1900
nastyyyy,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1900
boxoffice205,US,Fort Hays State University,0.4.8.22,Linux,1900
th3ysha11notwin,CA,Videotron Ltee,0.4.9.5,Linux,1900
WarheadRelay,NL,"DigitalOcean, LLC",0.4.8.21,Linux,1900
CopperOri,NO,TUSSA IKT AS,0.4.9.5,Linux,1900
tsutor,DE,Deutsche Telekom AG,0.4.9.5,Linux,1900
lukechilds,SE,Svea Hosting AB,0.4.8.21,Linux,1900
fviridis,DE,Vodafone GmbH,0.4.8.21,Linux,1900
OBFI,CY,CLOUDLAYER8 LIMITED,0.4.8.15,Linux,1900
stormbeard10,US,"CenturyLink Communications, LLC",0.4.8.22,Linux,1900
ams01,NL,Melbikomas UAB,0.4.9.5,Linux,1900
stoneytony,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1900
FlashTurtle,HU,23VNet Kft.,0.4.8.22,Linux,1900
panda,US,"AT&T Enterprises, LLC",0.4.9.5,Linux,1900
ayrastarr,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1900
pylonl,US,"Frontier Communications of America, Inc.",0.4.8.21,Linux,1900
bluto,US,"Akamai Technologies, Inc.",0.5.0.0-alpha-dev,Linux,1900
strunt,NL,Matteo Martelloni trading as DELUXHOST,0.4.8.21,Linux,1900
boxoffice200,US,Fort Hays State University,0.4.8.22,Linux,1900
fireboyoau,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1900
DareDevil,CL,Zappie Host LLC,0.4.9.5,Linux,1900
Tirana,AL,Keminet SHPK,0.4.8.21,Linux,1800
opencommunity,US,HostPapa,0.4.8.21,Linux,1800
peterock,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1800
schoolboyq,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1800
LocalenbySGExit,SG,"Akamai Technologies, Inc.",0.4.9.5,Linux,1800
statikselektah,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1800
hotbutterytoast,US,Google Fiber Inc.,0.4.9.5,Linux,1800
TRTVITOR,CH,Private Layer INC,0.4.9.5,Linux,1800
dondada,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1800
citymorgue,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1800
helmsdeepNO,NO,NTE TELEKOM AS,0.4.8.21,Linux,1800
sounwave,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1800
groypstein,US,"The Constant Company, LLC",0.4.9.5,Linux,1800
FluentDuckNode2,NO,Gigahost AS,0.4.9.5,Linux,1800
Quetzalcoatl,DE,Contabo GmbH,0.4.9.5,Linux,1800
GEtoronto,US,Oracle Corporation,0.4.8.22,Linux,1800
knottsac,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1800
BeefHouse,NL,Matteo Martelloni trading as DELUXHOST,0.4.8.22,Linux,1800
CheeseGromit,US,HostPapa,0.4.9.5,Linux,1800
remains,HR,MAXKO d.o.o.,0.4.9.5,Linux,1800
asake,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1800
ididedittheconfig,US,Baxet Group Inc.,0.4.8.21,Linux,1800
TorRelay,US,"AT&T Enterprises, LLC",0.4.8.21,FreeBSD,1800
majorlazer,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1800
FreedomAgainstPutin,DE,Contabo GmbH,0.4.9.5,Linux,1800
oniondaoftw,NL,The Infrastructure Group B.V.,0.4.8.18,Linux,1800
DECatsarch,DE,netcup GmbH,0.4.9.5,Linux,1800
boxoffice207,US,Fort Hays State University,0.4.8.22,Linux,1800
Quetzalcoatl,SG,Contabo Asia Private Limited,0.4.9.5,Linux,1800
ellenatfims,CA,University of Western Ontario,0.4.9.5,Linux,1800
JAEN,SG,"Akamai Technologies, Inc.",0.4.8.16,Linux,1800
crowdedtor1,US,Google Fiber Inc.,0.4.8.12,Linux,1800
suckit,US,"Fork Networking, LLC",0.4.8.17,Linux,1800
sza,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1800
Ventilator,DE,Vodafone GmbH,0.4.9.5,Linux,1800
ambient8exit,NL,The Infrastructure Group B.V.,0.4.8.18,Linux,1800
funkolando,EE,Telia Eesti AS,0.4.8.22,Linux,1800
tornode0,US,Charter Communications Inc,0.4.9.5,Linux,1800
Echidna1,US,OVH SAS,0.4.8.17,Linux,1800
FEVI19,US,Cloudie Networks LLC,0.4.9.5,Linux,1800
raekwon,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1800
FEVI14,US,Cloudie Networks LLC,0.4.9.5,Linux,1800
NeoNotOrg,DE,Hetzner Online GmbH,0.4.9.5,FreeBSD,1800
moeph,US,Snaju Development,0.4.8.21,Linux,1800
freebeer,US,Oracle Corporation,0.4.8.10,Linux,1800
zgato,US,IncogNet LLC,0.4.8.18,Linux,1800
azbycx,DE,Contabo GmbH,0.4.8.12,Linux,1800
Relay1,AT,A1 Telekom Austria AG,0.4.8.10,Linux,1800
unrigged,US,Oracle Corporation,0.4.8.10,Linux,1800
artlogic,CA,"DigitalOcean, LLC",0.4.8.21,Linux,1800
bigpun,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1700
just746436456,DE,netcup GmbH,0.4.9.5,Linux,1700
FEVI06EXIT,NZ,"Cloudie Networks, LLC.",0.4.9.5,Linux,1700
DisrodRelay,US,Charter Communications Inc,0.4.9.5,Linux,1700
nanotor8,US,"Akamai Technologies, Inc.",0.4.9.5,Linux,1700
zgato,DE,MASSIVEGRID LTD,0.4.9.5,Linux,1700
Basil,CH,Iway AG,0.4.8.21,Linux,1700
BatzalRoked,IL,BlueVPS OU,0.4.8.21,Linux,1700
BuggerThisNoise,CA,Bell Canada,0.4.9.5,Linux,1700
oceansample,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1700
trapGuardNode,DE,Shenzhen Tencent Computer Systems Company Limited,0.4.8.21,Linux,1700
asapnast,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1700
strait,US,OVH SAS,0.4.8.21,Linux,1700
LibertyRelayDEB,US,Prentiss County Electric Power Association,0.4.9.5,Linux,1700
GamingWhoever,US,"AT&T Enterprises, LLC",0.4.8.10,Linux,1700
wale,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1700
blahhhhh,US,Vexus Fiber,0.4.8.22,Linux,1700
SurveillanceMonster,DE,MASSIVEGRID LTD,0.4.9.5,Linux,1700
lumiRelay2,US,Oracle Corporation,0.4.8.21,Linux,1700
Unnamed,FR,Free SAS,0.4.8.21,Linux,1700
elpee,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1700
vm242tornode,DE,Hetzner Online GmbH,0.4.8.18,Linux,1700
myPiFly,DE,1&1 Versatel GmbH,0.4.8.21,Linux,1700
thealgorithm1,CH,Init7 (Switzerland) Ltd.,0.4.9.5,Linux,1700
superCoolRelay2,RO,Netrouting B.V.,0.4.9.5,Linux,1700
ElektroGod1,NL,Vodafone Libertel B.V.,0.4.9.5,Linux,1700
apple,US,"Frontier Communications of America, Inc.",0.4.9.5,Linux,1700
RunningOnFumes2,UA,GREEN FLOID LLC,0.4.8.18,Linux,1700
pcpnode208170,US,"Cogent Communications, LLC",0.4.8.20,Linux,1700
Echidna5,US,OVH SAS,0.4.8.17,Linux,1700
Nursest,US,Oracle Corporation,0.4.9.5,Linux,1700
cokezero,LT,Hostinger International Limited,0.4.8.16,Linux,1700
getrelayedon02,US,Oracle Corporation,0.4.9.5,Linux,1700
allTheSaints,GB,Virgin Media Limited,0.4.8.21,Windows 8 [or later],1700
nasrag01,US,Cox Communications Inc.,0.4.8.11,Linux,1700
nuttyLake,RO,FlokiNET ehf,0.4.8.19,Linux,1700
Tor4H,BE,EDPNET Belgium BV,0.4.9.5,Linux,1700
denzelzel,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1700
HostcramOne,US,HostCram LLC,0.4.9.5,Linux,1700
neptunes,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1700
tupiza,GB,Clouvider Limited,0.4.9.5,Linux,1700
mango,US,"Frontier Communications of America, Inc.",0.4.9.5,Linux,1700
Quetzalcoatl,SG,Contabo Asia Private Limited,0.4.9.5,Linux,1700
TorLoseMyID,US,HostPapa,0.4.8.21,Linux,1700
FEVI17,US,Cloudie Networks LLC,0.4.9.5,Linux,1700
dondadagold,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1700
Cipher4391,US,"Akamai Technologies, Inc.",0.4.8.22,Linux,1700
fabfivefreddy,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1700
t0rnod3v2,SE,"Akamai Technologies, Inc.",0.4.9.5,Linux,1700
zrelay,US,Verizon Business,0.4.9.5,Linux,1700
UnimatrixZero,GB,"DigitalOcean, LLC",0.4.8.21,Linux,1700
BraveTeotihuacan,US,Hurricane Electric LLC,0.4.9.5,Linux,1700
Unnamed,US,"GorillaServers, Inc.",0.4.8.16,Linux,1700
Quetzalcoatl,SG,Contabo Asia Private Limited,0.4.9.5,Linux,1700
kendricklamar,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1600
ANiceRelay,US,"Comcast Cable Communications, LLC",0.4.9.5,Linux,1600
NotYours,CH,Iway AG,0.4.9.5,Linux,1600
BSDrelay07,US,IONOS SE,0.4.9.5,FreeBSD,1600
elucid,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1600
killermike,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1600
LAGARGOUILLEVIF,CH,Private Layer INC,0.4.9.5,Linux,1600
NerdRouterNonExit,US,HostPapa,0.4.8.10,Linux,1600
zillakami,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1600
davido,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1600
torbogen51,DE,EWE TEL GmbH,0.4.9.5,SunOS,1600
BigLoop,US,IncogNet LLC,0.4.9.5,Linux,1600
InfoSecRelay,US,FranTech Solutions,0.4.8.21,Linux,1600
marlonbrando,NL,"The Constant Company, LLC",0.4.8.21,Linux,1600
xyz,CA,Videotron Ltee,0.4.9.5,Linux,1600
tabbyRocks,CA,Beanfield Technologies Inc.,0.4.9.5,Linux,1600
Quetzalcoatl,SG,Contabo Asia Private Limited,0.4.9.5,Linux,1600
asaptwenty12,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1600
ridcully,DE,Hetzner Online GmbH,0.4.8.22,Linux,1600
sh97US105RTMP,US,"Cogent Communications, LLC",0.4.8.22,Linux,1600
dukofdarham,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1600
kihkamihk,CA,TELUS Communications Inc.,0.4.9.5,Linux,1600
inconnu4,US,Oracle Corporation,0.4.8.12,Linux,1600
Quetzalcoatl,SG,Contabo Asia Private Limited,0.4.9.5,Linux,1600
HotFartCakes,US,"Comcast Cable Communications, LLC",0.4.8.20,Linux,1600
SOTorRelayUK01,GB,IONOS SE,0.4.8.10,Linux,1600
freakonaleash,SG,EN Technologies Pte Ltd,0.4.9.5,Linux,1600
zgato,US,IncogNet LLC,0.4.9.5,Linux,1600
redman,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1600
PaulusgemeindeNode,DE,Deutsche Telekom AG,0.4.8.10,Linux,1600
uzoloke,UZ,PS Cloud Services LLC,0.4.9.5,Linux,1600
nomen,DE,neu-medianet GmbH,0.4.9.5,Linux,1600
Quetzalcoatl,SG,Contabo Asia Private Limited,0.4.9.5,Linux,1600
tor76065,US,"AT&T Enterprises, LLC",0.4.9.5,Linux,1600
fflush,AT,IPAX GmbH,0.4.8.21,OpenBSD,1600
Quetzalcoatl,SG,Contabo Asia Private Limited,0.4.9.5,Linux,1600
opencommunity,US,HostPapa,0.4.8.21,Linux,1600
Tron,US,Oracle Corporation,0.4.9.5,Linux,1600
MTGA2,CA,Unknown,0.4.9.5,Linux,1600
curiousfacts,US,"The Constant Company, LLC",0.4.9.5,Linux,1600
geistslowysRelay2,AT,Hutchison Drei Austria GmbH,0.4.9.5,Linux,1600
orelsan,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1600
boxoffice209,US,Fort Hays State University,0.4.8.22,Linux,1600
farthinder,FI,UpCloud Ltd,0.4.9.5,Linux,1600
watermelon,US,"Frontier Communications of America, Inc.",0.4.9.5,Linux,1600
zgato,NG,SiteHUB Agency Ltd,0.4.9.5,Linux,1600
Echidna2,US,OVH SAS,0.4.8.17,Linux,1600
JohnMcClane,KZ,G-Core Labs S.A.,0.4.9.5,Linux,1600
GTAViceCity,CZ,Vodafone Czech Republic a.s.,0.4.9.5,Linux,1600
spasoyex,DE,IONOS SE,0.4.9.5,Linux,1600
mindstab,FI,Hetzner Online GmbH,0.4.8.21,Linux,1600
madlib,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1600
Unnamed,CA,Wightman Telecom,0.4.8.22,Linux,1600
edmCentral0,CA,TELUS Communications Inc.,0.4.8.18,Linux,1600
PseycoNode,CH,sasag Kabelkommunikation AG,0.4.9.5,Linux,1600
nep,US,"DigitalOcean, LLC",0.4.8.21,OpenBSD,1600
claire,HU,ServerAstra Kft.,0.4.9.5,Linux,1600
Pookybear,IT,Marco Rossi trading as XeniaHosting,0.4.9.5,Linux,1600
thealgorithm,CH,Init7 (Switzerland) Ltd.,0.4.9.5,Linux,1600
literalchaos,DE,netcup GmbH,0.4.9.5,Linux,1600
particle7,US,MASSIVEGRID LTD,0.4.8.14,Linux,1600
jermainedupri,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1600
Quetzalcoatl,SG,Contabo Asia Private Limited,0.4.9.5,Linux,1500
fkomarek,CZ,Livady s.r.o.,0.4.8.12,Linux,1500
unRELAYable,CH,Sunrise GmbH,0.4.9.5,Linux,1500
zacari,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1500
anothertorrelay,DE,Deutsche Telekom AG,0.4.8.21,Linux,1500
busta,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1500
ABOBA2,US,HostPapa,0.4.9.5,Linux,1500
DarkDevil,US,OUIHEBERG SARL,0.4.8.21,Linux,1500
quellechris,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1500
PickANickname,LT,Hostinger International Limited,0.4.8.10,Linux,1500
AntonPann1,IN,S.C. INFOTECH-GRUP S.R.L.,0.4.8.21,Linux,1500
Quetzalcoatl,DE,Contabo GmbH,0.4.9.5,Linux,1500
nonamegypsy,US,1st Amendment Encrypted Openness LLC,0.4.9.5,FreeBSD,1500
timbaland,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1500
imissfrys,VN,Digital Shield Technology Company Limited,0.4.9.5,Linux,1500
TorTiLLA,US,IONOS SE,0.4.8.22,Linux,1500
Echidna3,US,OVH SAS,0.4.8.17,Linux,1500
flavour,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1500
rakim,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1500
wondagurl,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1500
method,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1500
Orac13,GB,British Telecommunications PLC,0.4.8.21,Linux,1500
ZetaRelayAlpha,US,Charter Communications LLC,0.4.8.21,Linux,1500
redsox,SE,Glesys AB,0.4.9.5,Linux,1500
shinigami,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1500
Tarantium,US,Oracle Corporation,0.4.9.5,Linux,1500
biggeazy,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1500
Minotaur2,US,"GoDaddy.com, LLC",0.4.8.17,Linux,1500
FEVI08,US,Cloudie Networks LLC,0.4.9.5,Linux,1500
yoyobolo,US,Metronet,0.4.9.5,Linux,1500
yrelayw,AT,Wien Energie GmbH,0.4.8.21,OpenBSD,1500
MinchiTorNode,CA,Bell Canada,0.4.8.21,Linux,1500
oldirtybastard,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1500
torRelay271,US,Oracle Corporation,0.4.8.21,Linux,1500
enbyfaggotVM,US,Oracle Corporation,0.4.8.18,Linux,1500
FlashShark,DE,Marcel Andrew Zaiser trading as Metaliance ISP Systems e.k,0.4.9.5,Linux,1500
HYS2,CH,Private Layer INC,0.4.9.5,Linux,1500
DarmokAndJalad1684,LU,FranTech Solutions,0.4.9.5,FreeBSD,1500
boxoffice202,US,Fort Hays State University,0.4.8.22,Linux,1500
Quetzalcoatl,DE,Contabo GmbH,0.4.9.5,Linux,1500
yaeji,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1500
knxwledgej,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1500
neowutran,FR,Free SAS,0.4.9.5,Linux,1500
dragonfruit,US,"Frontier Communications of America, Inc.",0.4.9.5,Linux,1500
BraveKhafre,US,Hurricane Electric LLC,0.4.9.5,Linux,1500
BraveCalakmulII,US,Hurricane Electric LLC,0.4.9.5,Linux,1500
aanetuk,GB,Andrews & Arnold Ltd,0.4.8.16,Linux,1500
nocabal,DE,Hetzner Online GmbH,0.4.8.14,Linux,1500
arcanum,DE,Vodafone GmbH,0.4.8.10,Linux,1500
FEVI01,US,Cloudie Networks LLC,0.4.9.5,Linux,1500
TaurNuFuin,DE,Vodafone GmbH,0.4.9.5,Linux,1500
dreamville,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1500
mariovega,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1500
olisykes,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1500
istorexitawa,IS,Advania Island ehf,0.4.9.5,Linux,1500
bugi8282relay,IL,Cellcom Fixed Line Communication L.P,0.4.8.16,Windows 8 [or later],1500
PlayParadise,SG,Contabo Asia Private Limited,0.4.9.5,Linux,1500
Quetzalcoatl,SG,Contabo Asia Private Limited,0.4.9.5,Linux,1500
skylok,US,MULTACOM CORPORATION,0.4.8.19,Linux,1500
bleepinhE2,NL,"The Constant Company, LLC",0.4.9.5,Linux,1500
Jemaine2956,LU,FranTech Solutions,0.4.9.5,FreeBSD,1500
Unnamed,NL,The Infrastructure Group B.V.,0.4.8.12,Linux,1500
dennylaflare,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1400
buckshot,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1400
eddierajah,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1400
justarelay,US,Oracle Corporation,0.4.8.21,Linux,1400
NorthLondonRelay,GB,Community Fibre Limited,0.4.9.5,Linux,1400
zgato,US,MASSIVEGRID LTD,0.4.8.18,Linux,1400
FEVI05,US,Cloudie Networks LLC,0.4.9.5,Linux,1400
swisshead,US,"Comcast Cable Communications, LLC",0.4.8.22,Linux,1400
myN0de1,US,HostPapa,0.4.9.5,Linux,1400
mndsgnsf,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1400
rtj,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1400
Unnamed,GR,VODAFONE-PANAFON HELLENIC TELECOMMUNICATIONS COMPANY SA,0.4.8.22,Linux,1400
risk7,JP,"The Constant Company, LLC",0.4.8.21,Linux,1400
panoptykon,PL,OVH SAS,0.4.8.7,Linux,1400
opencommunity,US,HostPapa,0.4.8.21,Linux,1400
BillyBoyServersTor1,US,"AT&T Enterprises, LLC",0.4.8.22,Linux,1400
Protocol73,US,"ImOn Communications, LLC",0.4.8.22,Linux,1400
PiRateRelay,GB,Zen Internet Ltd,0.4.8.21,Linux,1400
yodwolfgoat,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1400
wicca,US,1st Amendment Encrypted Openness LLC,0.4.9.5,Linux,1400
Quetzalcoatl,SG,Contabo Asia Private Limited,0.4.9.5,Linux,1400
rotorstator,US,"Nocix, LLC",0.4.8.16,Linux,1400
kiwi,US,"Frontier Communications of America, Inc.",0.4.9.5,Linux,1400
torbogen2,DE,EWE TEL GmbH,0.4.9.5,SunOS,1400
alxu2,US,FranTech Solutions,0.5.0.0-alpha-dev,Linux,1400
